,0
0,1.0
1,1.05
2,1.1
3,1.1500000000000001
4,1.2000000000000002
5,1.2500000000000002
6,1.3000000000000003
7,1.3500000000000003
8,1.4000000000000004
9,1.4500000000000004
10,1.5000000000000004
11,1.5500000000000005
12,1.6000000000000005
13,1.6500000000000006
14,1.7000000000000006
15,1.7500000000000007
16,1.8000000000000007
17,1.8500000000000008
18,1.9000000000000008
19,1.9500000000000008
20,2.000000000000001
21,2.0500000000000007
22,2.100000000000001
23,2.1500000000000012
24,2.200000000000001
25,2.250000000000001
26,2.300000000000001
27,2.3500000000000014
28,2.4000000000000012
29,2.450000000000001
30,2.5000000000000013
31,2.5500000000000016
32,2.6000000000000014
33,2.6500000000000012
34,2.7000000000000015
35,2.7500000000000018
36,2.8000000000000016
37,2.8500000000000014
38,2.9000000000000017
39,2.950000000000002
40,3.0000000000000018
41,3.0500000000000016
42,3.100000000000002
43,3.150000000000002
44,3.200000000000002
45,3.2500000000000018
46,3.300000000000002
47,3.3500000000000023
48,3.400000000000002
49,3.450000000000002
50,3.500000000000002
51,3.5500000000000025
52,3.6000000000000023
53,3.650000000000002
54,3.7000000000000024
55,3.7500000000000027
56,3.8000000000000025
57,3.8500000000000023
58,3.9000000000000026
